timestamp,inverter_id,efficiency,predicted_efficiency,residual,anomaly
2024-01-01 06:00:00,INV-001,0.9485,0.9428084577445156,0.005691542255484405,normal
2024-01-01 06:00:00,INV-004,0.9463,0.9413591492628818,0.004940850737118252,normal
2024-01-01 06:00:00,INV-002,0.9363,0.935596207773069,0.0007037922269310659,normal
2024-01-01 06:00:00,INV-003,0.8576,0.8599928194669801,-0.0023928194669801117,normal
2024-01-01 06:00:00,INV-010,0.9425,0.9421170980530038,0.00038290194699619473,normal
2024-01-01 06:00:00,INV-005,0.9548,0.9457858208362886,0.009014179163711389,normal
2024-01-01 06:00:00,INV-007,0.9339,0.9370028898344959,-0.0031028898344959144,normal
2024-01-01 06:00:00,INV-006,0.9525,0.9435354539775623,0.00896454602243768,normal
2024-01-01 06:00:00,INV-008,0.952,0.9448430142656836,0.0071569857343163346,normal
2024-01-01 06:00:00,INV-009,0.9045,0.9045045292573894,-4.529257389473962e-06,normal
2024-01-01 07:00:00,INV-002,0.9565,0.9459182196172162,0.01058178038278379,normal
2024-01-01 07:00:00,INV-006,0.9495,0.9470517447782325,0.0024482552217675035,normal
2024-01-01 07:00:00,INV-005,0.9505,0.9466375809027957,0.003862419097204306,normal
2024-01-01 07:00:00,INV-010,0.9318,0.9464313898264757,-0.014631389826475716,normal
2024-01-01 07:00:00,INV-003,0.8653,0.8664440035893124,-0.0011440035893124367,normal
2024-01-01 07:00:00,INV-004,0.9575,0.9486786598891189,0.008821340110881093,normal
2024-01-01 07:00:00,INV-008,0.9507,0.9493010510812045,0.0013989489187954396,normal
2024-01-01 07:00:00,INV-007,0.9475,0.9461895634816063,0.0013104365183936872,normal
2024-01-01 07:00:00,INV-009,0.9135,0.9073753462138984,0.006124653786101608,normal
2024-01-01 07:00:00,INV-001,0.9383,0.9455768850396239,-0.0072768850396238705,normal
2024-01-01 08:00:00,INV-007,0.9204,0.9451186415365184,-0.02471864153651837,anomaly
2024-01-01 08:00:00,INV-003,0.8986,0.8741433604098183,0.024456639590181628,anomaly
2024-01-01 08:00:00,INV-006,0.9488,0.9512236410465539,-0.0024236410465539038,normal
2024-01-01 08:00:00,INV-002,0.9298,0.9459509451962606,-0.01615094519626059,normal
2024-01-01 08:00:00,INV-010,0.964,0.9493012236890005,0.014698776310999473,normal
2024-01-01 08:00:00,INV-009,0.9219,0.9197566865691547,0.002143313430845395,normal
2024-01-01 08:00:00,INV-008,0.9569,0.9501801107619768,0.006719889238023136,normal
2024-01-01 08:00:00,INV-005,0.9551,0.9488834327011365,0.00621656729886344,normal
2024-01-01 08:00:00,INV-004,0.9525,0.9500356722646877,0.002464327735312355,normal
2024-01-01 08:00:00,INV-001,0.9321,0.9379671766996932,-0.005867176699693166,normal
2024-01-01 09:00:00,INV-007,0.9439,0.9261023501728346,0.017797649827165363,normal
2024-01-01 09:00:00,INV-008,0.9619,0.9544785537756251,0.007421446224374906,anomaly
2024-01-01 09:00:00,INV-006,0.9576,0.948468910598554,0.009131089401446024,normal
2024-01-01 09:00:00,INV-009,0.9268,0.9385001232333897,-0.011700123233389759,normal
2024-01-01 09:00:00,INV-010,0.9501,0.9539071276446427,-0.0038071276446427493,normal
2024-01-01 09:00:00,INV-001,0.9347,0.9446281586940111,-0.009928158694011091,normal
2024-01-01 09:00:00,INV-003,0.8822,0.9069118901264653,-0.024711890126465352,normal
2024-01-01 09:00:00,INV-005,0.9587,0.9444781191861931,0.01422188081380693,normal
2024-01-01 09:00:00,INV-004,0.9678,0.9548790534045084,0.01292094659549159,normal
2024-01-01 09:00:00,INV-002,0.9318,0.9439268700781808,-0.012126870078180807,normal
2024-01-01 10:00:00,INV-006,0.9532,0.9439807738548914,0.009219226145108617,normal
2024-01-01 10:00:00,INV-003,0.8767,0.8754726311644853,0.001227368835514775,normal
2024-01-01 10:00:00,INV-002,0.9423,0.9395072197191982,0.0027927802808018765,normal
2024-01-01 10:00:00,INV-008,0.9615,0.9520854387005909,0.009414561299409097,normal
2024-01-01 10:00:00,INV-007,0.9343,0.9460658871386293,-0.01176588713862925,normal
2024-01-01 10:00:00,INV-004,0.9411,0.9548651233153491,-0.01376512331534907,anomaly
2024-01-01 10:00:00,INV-001,0.948,0.9405081813547096,0.00749181864529036,normal
2024-01-01 10:00:00,INV-009,0.9303,0.9337472012306016,-0.003447201230601604,normal
2024-01-01 10:00:00,INV-005,0.9259,0.943019052403843,-0.017119052403843038,normal
2024-01-01 10:00:00,INV-010,0.9501,0.9477029065653636,0.0023970934346363437,normal
2024-01-01 11:00:00,INV-003,0.8771,0.8701225489302936,0.006977451069706375,normal
2024-01-01 11:00:00,INV-005,0.9361,0.9364182012766289,-0.0003182012766288489,normal
2024-01-01 11:00:00,INV-008,0.9474,0.9480533361730337,-0.0006533361730336473,normal
2024-01-01 11:00:00,INV-010,0.9403,0.9343729990530197,0.0059270009469802876,normal
2024-01-01 11:00:00,INV-002,0.9436,0.9395860775116794,0.004013922488320554,normal
2024-01-01 11:00:00,INV-007,0.9378,0.9396640724133848,-0.0018640724133848208,normal
2024-01-01 11:00:00,INV-006,0.9522,0.9483465413615727,0.003853458638427343,normal
2024-01-01 11:00:00,INV-009,0.9303,0.9409612564999026,-0.010661256499902572,normal
2024-01-01 11:00:00,INV-004,0.9442,0.941993502562983,0.002206497437017063,normal
2024-01-01 11:00:00,INV-001,0.9539,0.9477157495173666,0.00618425048263338,normal
2024-01-01 12:00:00,INV-001,0.9447,0.9461583183355501,-0.0014583183355501017,normal
2024-01-01 12:00:00,INV-008,0.9411,0.9378231637270064,0.0032768362729936884,normal
2024-01-01 12:00:00,INV-006,0.9392,0.9440633766264492,-0.004863376626449201,normal
2024-01-01 12:00:00,INV-010,0.9412,0.9402764888791512,0.0009235111208488744,normal
2024-01-01 12:00:00,INV-003,0.8733,0.8759365048063211,-0.0026365048063211605,normal
2024-01-01 12:00:00,INV-005,0.9476,0.9392888794256004,0.008311120574399644,normal
2024-01-01 12:00:00,INV-002,0.9398,0.9345832347902435,0.0052167652097564465,normal
2024-01-01 12:00:00,INV-007,0.9425,0.9398963792056565,0.0026036207943435086,normal
2024-01-01 12:00:00,INV-009,0.9191,0.9354798001654627,-0.0163798001654627,normal
2024-01-01 12:00:00,INV-004,0.9383,0.9434587890519156,-0.00515878905191558,normal
2024-01-01 13:00:00,INV-005,0.9408,0.9438203946841398,-0.0030203946841398377,normal
2024-01-01 13:00:00,INV-008,0.9671,0.9454337754389651,0.02166622456103484,anomaly
